date,rainfall_mm,humidity,pressure,temperature,wind_speed,landslide
2020-01-01,23.463404498842955,66.4796525093517,1005.2341136747182,25.09054491313347,5.719958782835928,0
2020-01-02,150.50607154587604,78.96653315824254,1004.93957598144,26.950220957870584,8.054323292999863,1
2020-01-03,65.83728467727246,90.55310425567428,1018.1250916104208,18.757018481887485,7.60160929790159,0
2020-01-04,45.64712768879766,85.62787102433464,1004.9909239969901,24.373111494104982,1.5389990469377368,0
2020-01-05,8.481243523117314,88.22964017515073,1005.4389945225727,23.57618974715623,1.492494697414739,0
2020-01-06,8.479814595730259,83.05741783487511,1015.1879652483593,27.492455651824066,2.6817436774491332,0
2020-01-07,2.991938430434034,84.22967975812483,1008.9947968490108,28.591305907218906,3.610747263410372,0
2020-01-08,100.56154322399698,89.72184780478618,1015.5342111391036,15.182351572160803,4.084555814084826,1
2020-01-09,45.954107681363226,68.7383803100715,1001.3073231512877,25.11029878588189,6.796972168333452,0
2020-01-10,61.562503085229515,77.12987372750992,1009.7514238734677,15.777536986795935,0.566804321658354,0
2020-01-11,1.0399653999569312,67.74233046368607,1000.6722720036656,23.23287997616034,0.34672704226066386,0
2020-01-12,175.1778737579156,94.56838027988265,1001.253064069107,19.314490935655172,3.9191056294390902,1
2020-01-13,89.32147716773375,93.04207688903146,1018.1287490668882,19.601648992832118,6.971636921379805,0
2020-01-14,11.93438126244735,61.3799383978977,1002.7849074223519,20.29437755178535,1.9343534295648257,0
2020-01-15,10.033949437483168,84.6951310380491,1010.6484136455043,24.319386735744153,6.415044812562517,0
2020-01-16,10.130571141612853,92.38369110954831,1008.2219120520141,20.01074948503154,2.5982813794029944,0
2020-01-17,18.137686473023855,66.32013707945667,1006.9468665251768,25.990485758854206,8.860861088135163,0
2020-01-18,37.19639154304272,79.87808306934203,1017.9966669137455,21.067910783608045,8.956899442666165,0
2020-01-19,28.27685333901683,92.04209041558147,1000.4364679355098,16.02529800464938,2.9728720428132647,0
2020-01-20,17.211149627697075,61.18810925050296,1013.2757937235118,26.756397637261607,2.2999375396324053,0
2020-01-21,47.318543694989934,84.4097093536394,1019.267888684271,19.28637486889059,4.113039720662313,0
2020-01-22,7.511726436366933,70.40721525803927,1011.2033636692369,21.49150319398894,2.405315851801487,0
2020-01-23,17.275775600120113,92.35386683817856,1018.7364492406618,25.281658248328522,6.723838432917036,0
2020-01-24,22.81386091104235,93.98703858078787,1001.0451575857205,19.98684235723068,8.260646845482855,0
2020-01-25,30.446734392988752,93.04932711897018,1008.3758663814832,15.848784842200734,6.73092130911217,0
2020-01-26,76.8968005515456,76.59749758301123,1005.203155819241,20.608815705192203,8.243504472493495,0
2020-01-27,11.136793106434514,90.17149278462597,1014.6164192996146,29.166728740414552,3.9699216220747413,0
2020-01-28,36.10145775165638,89.55922894872747,1019.625941809945,24.626015959478373,1.5631697070886086,0
2020-01-29,44.875236065488025,71.16851656351395,1005.130601248885,25.072187230008105,7.379509473975921,0
2020-01-30,2.3781924878204275,89.0120415952737,1013.0834920294815,24.484232304564596,3.604745051415539,0
2020-01-31,46.7666510324805,61.295267215042244,1003.9619526551948,17.98488208439155,6.712708252291325,0
2020-02-01,9.348062598870822,80.86944574687186,1011.3066050914322,21.2750079615342,2.7064394198176567,0
2020-02-02,3.363196543965212,68.0503093050696,1009.2786497337668,26.264096975449775,0.8122963480667267,0
2020-02-03,148.68438967534655,64.21984100220476,1019.4401065926307,16.520593463297388,9.925817954877633,1
2020-02-04,168.53151712305862,62.69336205702232,1012.1705454539293,19.167791641345683,1.5620150793059928,1
2020-02-05,82.61657864064384,84.37010715573489,1006.9901274417364,19.144786626987806,9.884209939634811,0
2020-02-06,18.164392998437915,71.89562373188231,1002.2819156977587,21.48028391391759,9.772799325664472,0
2020-02-07,5.138865750125312,85.36683700350665,1003.0249365746987,29.705531114132775,7.938181039080396,0
2020-02-08,57.63753815493309,62.28747192796298,1004.5063385990247,16.012538200257328,6.594229620819975,0
2020-02-09,29.004542129269918,71.03516182407137,1005.019333226806,22.780514915708924,5.778070502510847,0
2020-02-10,6.507611697722432,78.8821952331368,1017.0123211568227,17.690470230183156,8.661015453778347,0
